titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating,tipo_negocio
Pizza Lo+Hot,Pizza restaurant,Restaurant,"Hay juntada, cumple o despedida? Las ocasiones para reunirse son muchas, el lugar de encuentro es el mismo 🍕 En Pizza Lo+Hot somos fanáticos de la pizza, el fútbol, la música y la diversión, eso nos caracteriza. Pero sin duda lo que nos diferencia es la PASIÓN por lo que hacemos 💪 La calidad de nuestros productos, los mejores precios, los shows en vivo y los ambientes más divertidos nos convierten en el lugar ideal para disfrutar con amigxs y familia! Somos mucho más que una simplemente pizzería. Somos tu lugar de encuentro, somos un verdadero club de amigos! Sumate a esta ola que hace más de 20 años tiene el mismo objetivo: 👉🏼 Que comas rico, te diviertas y pasemos momentos extraordinarios juntos! Salud, campeones del mundo 🥂 ⭐⭐⭐",5491142257979,"B1826DTF Enrique de, E. Del Valle Iberlucea 2750, B1826DTF Lanús, Provincia de Buenos Aires",Lanús,B1826,Buenos Aires Province,AR,-34.7029536,-58.393157699999996,4.1,9245,https://pizzalomashot.com/,pizzalomashot.com,11896488376227284283,ChIJK5beyiHNvJURO0WX2yXRGKU,True,open,https://lh3.googleusercontent.com/-HQcypAP1L5I/AAAAAAAAAAI/AAAAAAAAAAA/O5I-zvRHRGk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nofqBjPL0KVs2xTfIsGOyEgoaHkV_VE_TAL0xfdQXuX6rW5o58xdhQYKEV9g7cieEWtAWC3aPkXi-ezQu0SbCRrLPiQ6U8hx7AXGHVPcJP2Q1ujnpI8Gib56BbncV6njcWZqcAD=w408-h305-k-no,6210,moderate,,restaurantes
Burger King,Fast food restaurant,"Hamburger restaurant, Takeout restaurant, Restaurant","Well-known fast-food chain serving grilled burgers, fries & shakes.",5491154182335,"Av. Rivadavia 68, B1878 Quilmes, Provincia de Buenos Aires",Quilmes,,Buenos Aires Province,AR,-34.7232571,-58.2598346,4.1,5276,http://www.burgerking.com.ar/,www.burgerking.com.ar,4965678998202325708,ChIJGVHRTxsvo5URzJp3VL2i6UQ,True,open,https://lh4.googleusercontent.com/-VBp1A_QRzh4/AAAAAAAAAAI/AAAAAAAAAAA/grqGF4EoCT0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_-C2hMIDkPfOSte9Ytuj0rjIUKJh_NK4mijh7VF14tS0HZlkEWtVGnR8n8t7KiIW1LvskihFypDuPLkK26PU57QvJEWTbM0uuBMWtlC_5YrOiacWWA81WDRJqxrJwD9RIyIg=w426-h240-k-no,1683,moderate,,restaurantes
Kansas,American restaurant,"Hamburger restaurant, Restaurant, Steak house","Kansas es un restaurante de Contemporary American Cuisine, inaugurado en junio de 1999 en San Isidro. Nuestra visión es ofrecer alimentos de calidad en un ambiente placentero con un servicio excelente. Creemos que la base de un buen plato está en la calidad de los ingredientes, por lo que usamos los mejores productos frescos. Además, consideramos la música, la arquitectura y la decoración esenciales para la experiencia gastronómica. Cada local tiene su propio carácter, con especial atención a los materiales y diseño. Nos esforzamos por satisfacer la confianza de nuestros clientes, brindando un servicio rápido y eficiente que supere todas las expectativas.",5491147470606,"Av. del Libertador 15089, B1641 Acassuso, Provincia de Buenos Aires",Acassuso,B1641,Buenos Aires Province,AR,-34.4755426,-58.499706499999995,4.5,16773,http://www.kansasgrill.com/,www.kansasgrill.com,2440723393422495850,ChIJKdIH4LaxvJURahDvq_4w3yE,True,open,https://lh3.googleusercontent.com/-v-5szfL_jCc/AAAAAAAAAAI/AAAAAAAAAAA/KEgsiGHkeyY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPgPqe_xSopCwRGDWKJWJbClvKt7VM8IedVLJij=w408-h272-k-no,8344,moderate,,restaurantes
Parrilla SecreTiTo,Restaurant,"Argentinian restaurant, Grill, Pasta shop, Seafood restaurant",,5491147778351,"Av. Dorrego 2720, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1425,Buenos Aires,AR,-34.5741504,-58.432753,4.5,4639,https://instagram.com/parrisecretito?igshid=YmMyMTA2M2Y=,instagram.com,11269808887542101216,ChIJyQnOXJa1vJUR4LR8JHlnZpw,True,close,https://lh5.googleusercontent.com/-oek_q81z8Yg/AAAAAAAAAAI/AAAAAAAAAAA/Tz8el6U2QVk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPcEgPqdXwzOFFV4dDN7oNxhdYDWdbzf8GTdgrd=w408-h306-k-no,2845,moderate,,restaurantes
Cantina El Taladro,Restaurant,,𝐔𝐧 𝐜𝐥𝐚𝐬𝐢𝐜𝐨 𝐞𝐧 𝐁𝐮𝐞𝐧𝐨𝐬 𝐀𝐢𝐫𝐞𝐬 𝐝𝐞𝐬𝐝𝐞 𝟏𝟗𝟕𝟓.,5491147927018,"Diag. Salta 596, B1640 Martínez, Provincia de Buenos Aires",Martínez,B1640,Buenos Aires Province,AR,-34.492216899999995,-58.507737399999996,4.2,2812,https://instagram.com/cantina_el_taladro,instagram.com,15421951398587674588,ChIJA7K52qqxvJUR3C8oiBbHBdY,True,close,https://lh6.googleusercontent.com/-RERkgNrBPEw/AAAAAAAAAAI/AAAAAAAAAAA/ATDnKwi4mk0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMcRCteptYiCMxbdDfOTdLmjyqnejphN-bwl-DN=w426-h240-k-no,1042,moderate,,restaurantes
FABRIC Nikei Sushi Bar | Complejo Al Rio,Restaurant,,,5491145813751,"Av. del Libertador 105 C1638, B1638 Vicente López, Provincia de Buenos Aires",Vicente López,,Buenos Aires Province,AR,-34.533027,-58.467239899999996,4.6,3173,http://www.fabricsushi.com.ar/,www.fabricsushi.com.ar,10645397408010751655,ChIJjz77fKy3vJURp05YdYoMvJM,True,open,https://lh6.googleusercontent.com/-zmgD20XO_fI/AAAAAAAAAAI/AAAAAAAAAAA/greW9hhUKrI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfWln3xhgWwha55d-IRhTOZexUkkr-3Bl96UNVVIj_SBpHry0fWQPrX-8MxNPEZWXbOjPdB68ziWv_j-S4mNUcEBhKV5-D9VHNwf9UaEMW3gWpze_XzadvK3Fg2ez7_018AoMOrg=w493-h240-k-no,737,moderate,,restaurantes
Panchos Ricky Banfield,Restaurant,,,5491121809525,"Av. Hipólito Yrigoyen 8100, B1834 Banfield, Provincia de Buenos Aires",Banfield,B1834,Buenos Aires Province,AR,-34.749632999999996,-58.4000516,4.5,3308,https://instagram.com/panchos_ricky?igshd=pfc4si5slk3i,instagram.com,18165534471846230766,ChIJ-cUCgJnSvJUR7vqBZVvxGPw,True,close,https://lh4.googleusercontent.com/-82j8tDYONnI/AAAAAAAAAAI/AAAAAAAAAAA/yeNi8uCcqmI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOFbr-qEBQjrFmFWRtsIu3gvZc2N_F6ZTm4gbcogCnUH9s2FGIcvRqBiqIrpDwvcqGdgDbcFCkxT29vUbhUp6_Lv0dGUW6o6PaX7F0VXqqH9ftMeKddbsRU-Vgtx_B2bShjhf_=w408-h545-k-no,981,moderate,,restaurantes
Cátulo Tango,Argentinian restaurant,Restaurant,"Bienvenidos al barrio de Carlos Gardel. Viví una real experiencia de Tango en el barrio del Abasto.
Los esperamos en Cátulo Tango, donde el tango vive.",5491163991032,"Dr. Tomás Manuel de Anchorena 647, C1170 ACK, Cdad. Autónoma de Buenos Aires",ACK,C1170,Buenos Aires,AR,-34.601794,-58.409403,4.6,2090,https://www.catulotango.com/,www.catulotango.com,14894149996248615554,ChIJMZAVSIzKvJURgsrITYKmss4,True,close,https://lh3.googleusercontent.com/-2qL8hl18muE/AAAAAAAAAAI/AAAAAAAAAAA/4cyvzIQZWUU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNLp03J3NzkzZsi9Gf8UxV_I7ZPmvhcaVzOqFKJ=w408-h270-k-no,3851,moderate,,restaurantes
Dandy Grill,Restaurant,,"En el país de la carne, sabemos que lograr distinguirse en una parrilla es un desafío que afrontamos diariamente.
El primer paso para una experiencia memorable comienza con los mejores cortes, pero sólo se completa con la pasión y los trucos de nuestros Grillers.

Te esperamos en nuestro local Palermo para disfrutar la mejor carne, trabajada de la manera perfecta.",5491147764549,"Fitz Roy 2199, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1425,Buenos Aires,AR,-34.5804936,-58.4319324,4.6,10277,https://somosdandy.com/,somosdandy.com,17832184880917344155,ChIJd3kGtJG1vJURm28rlKulePc,True,close,https://lh4.googleusercontent.com/-xywNc6b5eGM/AAAAAAAAAAI/AAAAAAAAAAA/eIHRDwmnKqw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1rfIQ1AYtdzq3SYfGrhm6xH7hUQDBUMulhIqkYnWyfx_5jl6PMMjdmm4avOgc6Yb6-GaVgl1uq1Xnn7evhbOoKsupxL0eqOy_G_isE7_KDnJ5ljX9kxVLYKKNvGFkUneWlTKk-Q=w408-h306-k-no,2269,moderate,,restaurantes
Maledetto Trattoria,Italian restaurant,Restaurant,,5491160891324,"Rosales 225 B1704EYE, B1704EYE Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.6434522,-58.565656,4.6,8830,https://www.instagram.com/maledettotrattoria?igsh=MTdjcHN1b3lla3Nkcg==,www.instagram.com,15519481852086199009,ChIJQ1m8prXHvJUR4SK4y4RGYNc,True,close,https://lh5.googleusercontent.com/-shQ-pdOcx1o/AAAAAAAAAAI/AAAAAAAAAAA/Nsb27qwkkUI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPnx9UA1R45rfZ8rY92Z7iDM1a5OrJngNXrWdG2=w408-h544-k-no,4313,moderate,,restaurantes
Puny - Pasta & Grill,Restaurante,,"Puny Pasta & Grill, un restaurante que brinda homenaje a la escena teatral porteña. Representa el brillo y la popularidad que representó y representa actualmente la cultura teatral argentina.",5491122464521,"Av. Corrientes 1269, C1043 Cdad. Autónoma de Buenos Aires, Argentina",Cdad. Autónoma de Buenos Aires,C1043,Cdad. Autónoma de Buenos Aires,AR,-34.6037323,-58.384722999999994,4.9,33252,,,14928933522674098836,ChIJo-2LVIzLvJURlCJpJvE5Ls8,True,open,https://lh4.googleusercontent.com/-2v0AGgVLfwI/AAAAAAAAAAI/AAAAAAAAAAA/YuIuMwqb8Zk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMUEHUY-Jr6K3YJy2_l_VPnksaRxSPMIP4LX-rh=w408-h272-k-no,7520,inexpensive,,restaurantes
Kefi - Restaurante Griego,Restaurant,Greek restaurant,"Grecia ofrece al mundo su exquisita gastronomía para disfrutar en buena compañía.
En Kefi te proponemos transportarte a Grecia por un ratito, experimentar sus exclusivos, únicos y auténticos aromas, sus sabores y texturas para descubrir o rememorar así el maravilloso e idílico universo de la comida griega.
Kefi, Restaurante en Palermo. Restaurante Griego.",5491148046111,"Humboldt 1920, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.5830497,-58.4336078,4.7,4393,https://www.instagram.com/kefi.estiatorio/,www.instagram.com,4640829863209143779,ChIJYzpO2921vJUR4w2bIyyKZ0A,True,close,https://lh5.googleusercontent.com/-656sUnU3CmM/AAAAAAAAAAI/AAAAAAAAAAA/l1zIaE5HKYo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcLvg6aVGtlkQDH_JTD8W71UmXbLmiUnnBCrQGi9zqW1cTKHXBCGMwR7l9tcusTXnelkwveamUgrFMa7IJ0zAnVqCfEFFISQTawNaNMrGTyDmmpv4XvruH24jeyZBvh3IJO9GI=w408-h306-k-no,3681,moderate,,restaurantes
Cappotte Ristorante,Restaurant,,,5491173958808,"Av. Ramón Franco 5751, B1875 Wilde, Provincia de Buenos Aires",Wilde,,Buenos Aires Province,AR,-34.696042,-58.3175995,4.7,1838,,,9173191070771029652,ChIJdapnVVwyo5URlKYXXq24TX8,True,close,https://lh3.googleusercontent.com/-qli87EAToqI/AAAAAAAAAAI/AAAAAAAAAAA/DeRlKophqzM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkVrH_2cF7gjvwslWW1TsR7fX6r71AcqnrkE-KEdBt6XsL6fzpq8Bo4T7Bykdk-wUBMCxS2SpXEqtZGuzvOsDBJ7oaz-b9rcO6FFe5K67Ab8oMoIod7ltSeE_aL23kcyZIc1fo=w482-h240-k-no,1077,moderate,,restaurantes
Rojo Y Negro Restaurant,Restaurant,,"Desde 1948 en Nuñéz, un clásico de la gastronomía de Buenos Aires. Vení a disfrutar de nuestros pizzas, milanesas, pastas y amplia variedad platos, hechos como en casa.",5491147012661,"Crisólogo Larralde 1520, C1429 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1429,Buenos Aires,AR,-34.544896099999995,-58.4599244,4.2,5066,https://rojoynegro.com.ar/,rojoynegro.com.ar,1254173774877916201,ChIJbSYNLSG0vJURKXw1Qme4ZxE,True,close,https://lh3.googleusercontent.com/-R-oNa98FVXQ/AAAAAAAAAAI/AAAAAAAAAAA/7JK6U0LsOZ0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMfeDwdnEbhu2GF9ILq7jSI-9hPhCG69AWNNCST=w408-h306-k-no,1291,inexpensive,,restaurantes
La Conga,Peruvian restaurant,Restaurant,"Traditional Peruvian comfort food, seafood & organic salads served in an easygoing restaurant.",5491161509045,"La Rioja 39, C1214ADA Cdad. Autónoma de Buenos Aires",Buenos Aires,C1214,Buenos Aires,AR,-34.6108812,-58.4090904,4.5,29079,https://www.instagram.com/lacongaresto,www.instagram.com,9245157041483551038,ChIJt41gePHKvJURPhFUplhlTYA,True,close,https://lh4.googleusercontent.com/-38IYuL2j1q0/AAAAAAAAAAI/AAAAAAAAAAA/e2qhf6OsynY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_T7JiX4GXJLoiwwR_gvKmjiDOk12hn_x7M4yZtugSPVr7VjPaZWH7wfvmiAkceWTDEdewyGBEOq4Ip3vzgC9FXyudGprFUrr5m2n9Vr3nCl73A77BP35bOjay8TloewQRWoWo=w408-h306-k-no,16302,inexpensive,,restaurantes
Gardiner Restaurant,Restaurant,,Polished restaurant with a leafy terrace & a warm ambiance serving international cuisine.,5491147880437,"Av. Costanera Rafael Obligado 6311, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5499242,-58.4298648,4.5,5357,http://www.gardiner.com.ar/,www.gardiner.com.ar,13891272657293183183,ChIJT26dDU20vJURz4gO-OG2x8A,True,close,https://lh4.googleusercontent.com/-pPFWGvt7_Zg/AAAAAAAAAAI/AAAAAAAAAAA/IrhjXnSZnV4/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryn07kZ2QlE3ny7NhwFG1gZG9xsg0co9Llv8HsBwAC_lHp11jLllwMPaeYnx-srczmR81ibVNoKPIER5T9D74G8Iv3pwBM2ZG3MUUO7uKK1SOH6Kjvahpp0MoXLHgAorVMwBM3=w533-h240-k-no,3858,moderate,,restaurantes
Jugador Nº12,Restaurant,,"Bodegon Argentino de la Hinchada mas grande del Mundo, en pleno Puerto Madero",5491125201069,"Av. Alicia Moreau de Justo 1738, 1744 Cdad. Autónoma de Buenos Aires",Buenos Aires,1744,Buenos Aires,AR,-34.6190031,-58.365389799999996,4.7,3503,https://www.instagram.com/bodegon.12/?hl=es,www.instagram.com,200078361462823823,ChIJx2ejG441o5URj9s7rjXSxgI,True,close,https://lh6.googleusercontent.com/-M_XOyR_6JN0/AAAAAAAAAAI/AAAAAAAAAAA/cN0650wYKKM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQBu8tThnX4IcVC8qq6EXWh_TxMK5VvwDdVBec2_DvA-tiZBIOr46G5oS2yuIDFgyn2Ai1A5-2xrQc2Kp0QABgaXlAZIVCNPbArWXnRrpVPAijKLx-Q8_EL5p259FrL4x6Af0=w408-h510-k-no,2072,moderate,,restaurantes
La Panera Rosa,Brunch restaurant,"Espresso bar, Pastry shop, Restaurant","En La Panera Rosa, cada plato que ofrecemos es una combinación de vivencias y
experiencias culinarias de nuestro fundador, quien creció entre los aromas y sabores
de la cocina de su madre y su abuela, dos mujeres que sabían transformar ingredientes simples en experiencias memorables.

Algunas de esas recetas, las disfrutaba mientras veía sus dibujos animados favoritos, como La Pantera Rosa. Hoy, queremos compartir ese mismo espíritu con vos, transportándote a esas mañanas y tardes de tu infancia.

En La Panera Rosa los sabores, aromas y texturas se entrelazan para crear
momentos que te transportarán a tu propia historia. Vos, sos La Panera Rosa.",5491158508965,"Bahía Blanca 4171, C1419 Villa Devoto, Cdad. Autónoma de Buenos Aires",Villa Devoto,C1419,Buenos Aires,AR,-34.5983315,-58.5116537,4.7,8320,https://www.lapanerarosa.com.ar/buenos-aires,www.lapanerarosa.com.ar,3468592492364775205,ChIJn3w0OZu3vJURJT_9kX7qIjA,True,open,https://lh3.googleusercontent.com/-0UKDhPzKGuQ/AAAAAAAAAAI/AAAAAAAAAAA/twscsd4z7qg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogNBcjo6OizFuBla724y9FHfKzZwVgGtCXibImuB3T8meuD_fKInZrFasTTWJaKU0Vcsr0MdrDKeQIpDNzcMVQ2PtkMh0kNCp-k_vLlJvF_0ZmhsyMbscVukwHa6TS9g_imb8F=w513-h240-k-no,1945,moderate,,restaurantes
La Capitana - Bodegón y Vermutería,Restaurante,,"Un lugar de encuentro para disfrutar los mejores sabores de la exquisita comida de bodegón y la vermutería clásica. Un homenaje a la elegancia que llegó al pueblo gracias al paso de María Eva Duarte y Juan Domingo Perón por nuestra historia.

Atención cordial y sensible. Cocina clásica El mejor pastel de papa del mundo, que supo ser el favorito de Juan Domingo y hoy en nuestra cocina lo preparamos en su versión mejorada y personal de auténtico sabor nacional.
Platos clásicos elaborados con sensibilidad y amor compañero y servidos con la plusvalía de un grupo de trabajadores dándolo todo por la atención de nuestros comensales.",5491123953956,"Guardia Vieja 4446, C1192 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1192,Cdad. Autónoma de Buenos Aires,AR,-34.6000866,-58.4274784,4.9,5681,https://www.lacapitana.ar/,www.lacapitana.ar,1313395632812919368,ChIJfUyT5mjLvJURSApdj14eOhI,True,close,https://lh3.googleusercontent.com/-58CX-AY78jY/AAAAAAAAAAI/AAAAAAAAAAA/40eBNXDSErg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNqyBbjCIlwwZUUmlbITELENYwejo1yn6aH8kmK=w408-h272-k-no,2779,inexpensive,,restaurantes
KOI Dumplings,Restaurant,,"La cocina asiática es un concepto exótico que ocupa cada vez más lugar en la gastronomía local. Las diferentes regiones, costumbres y la gran variedad de ingredientes que la conforman dan lugar a una multiplicidad de sabores indescriptible. Especias, colores, picantes y aromas son las claves para conocerla.
En KOI Dumplings fusionamos esta gastronomía con ingredientes locales y técnicas de la cocina contemporánea para dar vida a nuestros platos.
¡Vení a conocernos!",5491168378722,"Av. del Libertador 1401, B1638 Olivos, Provincia de Buenos Aires",Olivos,B1638,Buenos Aires Province,AR,-34.5202689,-58.473983999999994,4.5,2176,https://koidumplings.com/,koidumplings.com,3013036608717685991,ChIJH-kc5mqxvJUR54Td9dR00Ck,True,close,https://lh3.googleusercontent.com/-y99trmceP6A/AAAAAAAAAAI/AAAAAAAAAAA/mUBZBKq3qkE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodD6qzLwsfQ0YSEehJfl_dCaNtGOBTd0KdoQg0eLruroBII6bQ6E0DuOYDjHqg0ecjv9SRyngR6j5oW5BHjw2VeQQchuDxc32hf8wWnDCuJmCUUeyl_qdP1ZNI0QfzyWrPxE-W=w408-h306-k-no,1065,moderate,,restaurantes
Dandy Recoleta,Restaurant,,,5491122734697,"Av. del Libertador 2004, C1425 AAT, Cdad. Autónoma de Buenos Aires",AAT,C1425,Buenos Aires,AR,-34.5822231,-58.401806699999995,4.5,4969,http://www.somosdandy.com/,www.somosdandy.com,2320416053936654666,ChIJV6XmIn61vJURSgkCYhvGMyA,True,close,https://lh5.googleusercontent.com/-xIdIVQmQbro/AAAAAAAAAAI/AAAAAAAAAAA/vzsl9BcMO_Q/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npx7Wz2SXXaz6hAlU0S2s-E_FXqTL_dUmeezSmP14Ucsfmgx-WvPNYRfmqcKrsifmgPuMHbGKxccnefjyyj1FSIppOa5bE5mGKIsyms2UIOGjVHqRT5AUpkRNaQ-qzvCH-UdRxXlw=w426-h240-k-no,1010,moderate,,restaurantes
El Español Restaurante,Restaurante de cocina española,"Parrilla, Panadería, Cafetería, Restaurante familiar, Pastelería, Pizzería, Restaurante","Restaurante nocturno que sirve carnes, marisco y platos clásicos españoles en un comedor informal.",54949542744,"Rincón 196, C1089 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1089,Cdad. Autónoma de Buenos Aires,AR,-34.6116114,-58.3960328,4.3,20360,https://www.instagram.com/elespanol1956/,www.instagram.com,15623600272741780472,ChIJzfgO3-fKvJUR-Et4sast0tg,True,close,https://lh4.googleusercontent.com/-RDYScVCZ64o/AAAAAAAAAAI/AAAAAAAAAAA/L2e2QWTAYo0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNf0AUkHxRgZ7JrFadD45Q2QlBSSjcMuScFjUGD=w426-h240-k-no,8867,moderate,,restaurantes
Café de los Angelitos,Cafe,Breakfast restaurant,"Striking, ornate dining hall pairing Argentine cuisine & local wine with nightly tango performances.",5491149522320,"Avenida Rivadavia 2100 (esq, Rincón, 1033 Buenos Aires",Buenos Aires,1033,Buenos Aires,AR,-34.6096279,-58.3961329,4.5,10839,https://www.cafedelosangelitos.com/,www.cafedelosangelitos.com,12672800802913937733,ChIJAVOzZcjJvJURRWn41i_V3q8,True,close,https://lh6.googleusercontent.com/-TJjdjuP3-yI/AAAAAAAAAAI/AAAAAAAAAAA/y-dQjqy2cVQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojEtDaVqRfkgAAiekBxPZyufwQIxNz8dGYaBd6moE786WBi9mPPtvSbyARIdcbicloaOZMGgL2ATnKzIKMSeGFTLlSwAEFQ_I5WRZIuEG_DYIFoW1aKaURCh5xlJNydead2rWgnw=w408-h306-k-no,15971,moderate,,cafeterias
Feca Valle - Cafe de especialidad,Espresso bar,Coffee shop,Café de especialidad ubicado en el corazón del barrio de caballito sur,5491171723155,"Valle 1101, C1405 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1405,Buenos Aires,AR,-34.6251849,-58.443478999999996,4.7,1337,https://www.feca.com.ar/,www.feca.com.ar,7265144183628437072,ChIJY6c3WwDLvJURUBYrgyT60mQ,True,close,https://lh3.googleusercontent.com/-nb9mJRX4LwA/AAAAAAAAAAI/AAAAAAAAAAA/IXdDeRxlY8k/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMkJfwl3zbislzDXdnFVl2im2HFdmzIpYA4qT3a=w408-h544-k-no,285,,,cafeterias
Café Martínez,Cafe,,,5491175393373,"Av. Montes de Oca 855, C1270 AAI, Cdad. Autónoma de Buenos Aires",AAI,C1270,Buenos Aires,AR,-34.6381203,-58.3749213,4.5,4598,http://www.cafemartinez.com/,www.cafemartinez.com,6397678151532944063,ChIJ-WhEqUvLvJURvxpm6WEeyVg,True,close,https://lh6.googleusercontent.com/-wFfYLNqZynk/AAAAAAAAAAI/AAAAAAAAAAA/o1LYQ5oNQ20/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDtpgC-UDPeLcEqvpEkRu5yTnZtl9fNSj4a1RU3pEd9EnDVRG_zJ_4-Z3cpxWw8puAcXKd3wEyK02df8En9s0b33xUdgJVFaAJibCh28R_NQQWzUhl8tZSxwTLHxXaigIKgAnCew=w426-h240-k-no,988,moderate,,cafeterias
Café Dellapé,Cafe,,,5491151954356,"Francisco N. de Laprida 2601, B1602EFX Florida, Provincia de Buenos Aires",Florida,B1602,Buenos Aires Province,AR,-34.5416946,-58.4910448,4.4,466,,,4335675735324659891,ChIJA530WQK3vJURs5BOIRxqKzw,True,close,https://lh5.googleusercontent.com/-QDlVfy52dj4/AAAAAAAAAAI/AAAAAAAAAAA/dNRgImfh6uI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipP4rjTnvpSDL6V5-2Evv06xkHsHKiKKIp1Yco_D=w408-h408-k-no,185,moderate,,cafeterias
Colonial Ice Cream & Coffee Libertador MTZ,Ice cream shop,Cafe,,5491138297777,"Av. del Libertador 880, B1638 Vicente López, Provincia de Buenos Aires",Vicente López,B1638,Buenos Aires Province,AR,-34.526139,-58.471917999999995,4.2,984,http://colonialweb.com.ar/,colonialweb.com.ar,4291221940188187397,ChIJI-CESHWxvJURBYtHZZ57jTs,True,close,https://lh6.googleusercontent.com/-4OoHXCdY9xQ/AAAAAAAAAAI/AAAAAAAAAAA/SWFO-fk00x0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvPcEuOvag1ArEEzJl5A698mLIqKHGjQjch1jwLL1uIF-1LduUCsGBZqnVZQMTXGI6Kj3B6rc2Sc8GLPECw36SfTzy96WKdEIKtqgOQrvhnydehQrXOsIacXGDXeU_2fNtvmSK=w426-h240-k-no,294,moderate,,cafeterias
