titulo,categoria,telefono,direccion,ciudad,rating,cantidad_reviews,url,dominio,place_id,emails,tiene_web_propia,es_cadena,fecha_extraccion
Negro Malbec Club de vinos y cafe,Liquor store,+54112833-2138,"Nahuel Huapi 4801, C1431 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,339,https://www.instagram.com/negromalbec,www.instagram.com,ChIJ5X2n0KO3vJUR71ecihP49E4,,False,False,2025-10-20T19:54:12.743920
Pujol - Taller de Murga Uruguaya,Cultural center,+549112236-4469,"Carlos Calvo 3619, C1230ABK Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,308,http://www.tapcc.com.ar/,www.tapcc.com.ar,ChIJcxGffhDKvJURMW3cu0RYWQY,consultas.tap@gmail.com,True,False,2025-10-20T19:54:14.244942
Vinoteca Mr Wines,Wine bar,+549114171-8019,"J F Aranguren 1078, C1405 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,300,http://lacuevademusu.my.canva.site/,lacuevademusu.my.canva.site,ChIJk7HqhT3KvJURZZO8taU6G0Q,,True,False,2025-10-20T19:54:17.686583
Martineta Bar,Restaurant,+54113031-6812,"Reconquista 885, C1003 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,298,https://instagram.com/martinetabar?utm_medium=copy_link,instagram.com,ChIJbUfOCYTLvJUR2aMDUTU60TA,,False,False,2025-10-20T19:54:19.598134
LeBross Burgers,Hamburger restaurant,+54112700-5121,"Rosales 323, B1704EYG Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.9,248,https://www.instagram.com/lebross.burgers,www.instagram.com,ChIJG1M-9B3HvJURxglCfSbeYUE,,False,False,2025-10-20T19:54:21.099541
GRAPIN,Restaurant,,"Bolívar 938, C1066 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,232,https://www.instagram.com/grapin.resto/,www.instagram.com,ChIJI50XfmDLvJURcJ4Pmajs1aA,,False,False,2025-10-20T19:54:22.600991
Chigre,Bar,+549112539-0383,"Ramallo 2904, C1429 Düzköy, Cdad. Autónoma de Buenos Aires",Düzköy,4.9,212,https://www.instagram.com/chigre.bar?igsh=MWFlZjBxY3ljMDVtZQ%3D%3D&utm_source=qr,www.instagram.com,ChIJ3eSvLQC3vJURdm_f5d4wQ84,,False,False,2025-10-20T19:54:24.102501
Taproom - Nuñez,Bar,+54116027-8045,"José Pascual Tamborini 2771, C1429 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,187,http://www.taproom.com.ar/,www.taproom.com.ar,ChIJJ5XE4sG3vJURbq7Qum7XX88,,True,False,2025-10-20T19:54:25.607922
Rienda Suelta,Restaurant,,"Av. Juramento 2527, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,182,https://www.instagram.com/rienda.sueltaok,www.instagram.com,ChIJ3-Y53oC1vJURsQHHycrWbSk,,False,False,2025-10-20T19:54:27.620422
Llama y Camello,Fast food restaurant,+54117109-9636,"Esmeralda 81, C1035 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.9,167,,,ChIJE4cfV-nLvJURJ57TP_Dtes8,,False,False,2025-10-20T19:54:29.126195
El Boleo – Bar,Bar,+54116561-1036,"Av. Alicia Moreau de Justo 930, C1107AAT Cdad. Autónoma de Buenos Aires, Argentina",Cdad. Autónoma de Buenos Aires,4.8,24522,,,ChIJE_yL4Ss1o5URqzP0dTCvY14,,False,False,2025-10-20T19:54:30.632076
El Desembarco Caballito,Hamburger restaurant,+54112453-7560,"Doblas 607, C1424 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,7398,https://onion.ar/desembarco?utm_source=GMB&utm_medium=organic&utm_campaign=menu,onion.ar,ChIJf2ae6MbLvJURi0HAKnC9z3k,,True,False,2025-10-20T19:54:32.136821
P E U T E O,Gay bar,+54112058-3943,"Gurruchaga 1867, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.8,5826,https://www.instagram.com/peuteopalermosoho,www.instagram.com,ChIJRd8BToa1vJURDNhFH8r3VL8,,False,False,2025-10-20T19:54:36.267854
SINFIN BODEGÓN,Restaurant,+54113851-0759,"Espora 251, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.8,5797,,,ChIJATnzpyHHvJURynDn2khXZqc,,False,False,2025-10-20T19:54:37.770876
Taburete Comedy Club,Comedy club,+54116266-8228,"Thames 1511, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,5691,https://www.taburetecomedia.com.ar/,www.taburetecomedia.com.ar,ChIJXSP6i4i1vJURwNx9FeQHYZ8,,True,False,2025-10-20T19:54:39.276353
Café Martínez,Cafe,+54114480-2971,"San Justo Shopping, Av. Brig. Gral. Juan Manuel de Rosas 3910 Local 204, B1754FUX San Justo, Provincia de Buenos Aires",San Justo,4.8,5167,http://www.cafemartinez.com/,www.cafemartinez.com,ChIJs2NWrSHGvJUR0dbdHCVHlWc,,True,True,2025-10-20T19:54:42.158468
DANDY - Lomitas Street,Restaurant,+549116100-0402,"Italia 459, B1832 Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,4.8,4607,https://somosdandy.com/,somosdandy.com,ChIJD1tYEa3JvJURQhxC46I10L4,info@somosdandy.com,True,False,2025-10-20T19:54:43.659978
YPF,Gas station,+54114693-2759,"RP4 9226, B1839 9 de Abril, Provincia de Buenos Aires",9 de Abril,4.8,4089,http://www.ypf.com/,www.ypf.com,ChIJP1HnH__OvJUROBOoqypLcH0,,True,False,2025-10-20T19:54:45.240287
Rita Specialty Coffee 11 de Septiembre,Espresso bar,,"11 de Septiembre 4050, C1429BIZ Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,4087,https://www.instagram.com/ritaspecialtycoffee?igsh=bDVnb3Z4cmdsYjNk,www.instagram.com,ChIJVSHlJwC3vJUREkbz-xJierA,,False,False,2025-10-20T19:54:47.714572
YPF,Gas station,+54114196-9081,"Av. Crovara 4625, B1751 La Tablada, Provincia de Buenos Aires",La Tablada,4.8,3769,,,ChIJQcTPQijJvJURZ-A4OROa6E8,,False,False,2025-10-20T19:54:49.220364
AIRE LIBRE. Cocina Porteña. Jardín urbano.,Restaurant,+54114051-2745,"Av. del Libertador 6327, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,3547,https://airelibre.meitre.com/?fbclid=PAZXh0bgNhZW0CMTEAAaYNshGzq33JEa8xtO2l7T-rPNjl9lA9H8OyTE13JRZVq6oElthveQW-8IE_aem_mO9KekI9vVNOEBad2mG2mA,airelibre.meitre.com,ChIJY4wivp61vJURnGSPwRQL9lc,,True,False,2025-10-20T19:54:50.721082
Parrilla Argento',Restaurant,+54116455-9005,"Gral. Gregorio Aráoz de Lamadrid 742, C1166 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,2328,https://instagram.com/argentolb?igshid=NzZhOTFlYzFmZQ==,instagram.com,ChIJI96i4mA1o5URi21rp-bexDg,,False,False,2025-10-20T19:54:52.284830
Lo del Viejo,Restaurant,+54113206-0868,"Lavalle 274, B1878 Quilmes, Provincia de Buenos Aires",Quilmes,4.8,2230,https://pedidodirecto.net/lodelviejo,pedidodirecto.net,ChIJVyhgKFUvo5URaTx-G_gUZoU,,True,False,2025-10-20T19:54:53.788854
CCS Coffee Shop,Cafe,+549112404-6013,"Bernardo de Irigoyen 356, C1072AAH Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1940,,,ChIJEfnovIXLvJURk78AfQ1I8tA,,False,False,2025-10-20T19:55:01.223725
Centro Cultural Armoza,Wine bar,+54115017-7701,"Miller 3036, C1429 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1797,http://ccarmoza.com/,ccarmoza.com,ChIJFQjIh6S1vJURda9ekHWSgLw,armoza.wines@gmail.com,True,False,2025-10-20T19:55:04.225563
Bravo Pizza Romana,Pizza restaurant,,"José A. Cabrera 3533, C1186 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1671,https://www.instagram.com/ganasdebravo/,www.instagram.com,ChIJs87X1rPLvJURwvIn0e8Xntw,,False,False,2025-10-20T19:55:06.344651
Blest Recoleta,Bar,+549113462-0912,"Pres. Roberto M. Ortiz 1827, C1113 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1541,http://www.instagram.com/BlestRecoleta,www.instagram.com,ChIJYR-QOiPLvJURNPojShoDf8I,,False,False,2025-10-20T19:55:07.845777
DAVAX CAFÉ,Coffee shop,+54116145-6355,"Batalla del Pari 887, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1272,https://instagram.com/davax.cafe,instagram.com,ChIJFXp7L5fLvJURNAMQqFjDYrE,,False,False,2025-10-20T19:55:09.351150
Malasaña,Restaurant,+54261665-5998,"Francisco Acuña de Figueroa 1800, C1180 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1239,http://malasana.meitre.com/,malasana.meitre.com,ChIJx6-dfQDLvJURcxdKY7wNH4o,,True,False,2025-10-20T19:55:10.851961
Mero,Mediterranean restaurant,+54112454-0366,"República Árabe Siria 3285, C1425EYO Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,1130,https://meromediterraneo.com/menu/,meromediterraneo.com,ChIJ3T_TFK61vJURZZHYRzwLBMw,,True,False,2025-10-20T19:55:12.433404
Portal Ramos Mejía,Bar,+549115806-6640,"Pueyrredón 236, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.8,1098,https://portalbar.com.ar/,portalbar.com.ar,ChIJx8XM2YHHvJUR9gWRzpx9ow0,portalbeerhouse@gmail.com,True,False,2025-10-20T19:55:15.606314
Che Malbec,Bar,+549112848-1233,"Av. de Mayo 777, C1084 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,815,https://instagram.com/che.malbec,instagram.com,ChIJC-dNeO3LvJURWlh6aO7P5GU,,False,False,2025-10-20T19:55:18.276959
Chabres Bar,Cocktail bar,+549113629-8442,"Marcelo Torcuato de Alvear 554, C1058 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,802,,,ChIJq6qqqs3KvJURpExQ_2nnKa4,,False,False,2025-10-20T19:55:19.783169
Moksha Café & Vermú,Espresso bar,+54113525-9530,"Leopoldo Marechal 1305, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,737,http://www.mokshadeli.com.ar/,www.mokshadeli.com.ar,ChIJ-ysmCbnLvJUR4URb3NQmbPw,,True,False,2025-10-20T19:55:21.290801
Pulso Specialty coffee & vermú,Coffee shop,+54116421-3713,"Blanco Encalada 1992, C1438 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,719,https://www.instagram.com/_pulsocafe?igsh=cnFhcm5mM2pxbzlt,www.instagram.com,ChIJg2mUPwC1vJURFFF20K2gTOc,,False,False,2025-10-20T19:55:23.544379
TAURO CAFÉ,Coffee shop,+549115257-4145,"Fragata Pres. Sarmiento 730, C1405 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,713,https://instagram.com/taurocafe,instagram.com,ChIJN8FCDETLvJURxY41s5iEA08,,False,False,2025-10-20T19:55:25.051581
Chálu Pastelería,Coffee shop,,"ADE, Cnel. Brandsen 5861, B1875 Wilde, Provincia de Buenos Aires",Wilde,4.8,657,https://www.instagram.com/chalu.pasteleria?igsh=aDJ1NWEwbW5uaHoz,www.instagram.com,ChIJd0Ezz-gzo5URvJqLrusRRpo,,False,False,2025-10-20T19:55:26.557703
Zavalía by Café Z,Coffee shop,,"Bolívar 1422, C1141 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,633,https://instagram.com/cafe.z?utm_medium=copy_link,instagram.com,ChIJVVVFWC3LvJURpgbsNbksNLk,,False,False,2025-10-20T19:55:28.064484
Lele en Casa,Coffee shop,,"Int. Witcomb 2666, B1653 Villa Ballester, Provincia de Buenos Aires",Villa Ballester,4.8,565,https://instagram.com/lele.en.casa?igshid=YmMyMTA2M2Y=,instagram.com,ChIJr3qd_jO3vJURXnsyvrgaG0E,,False,False,2025-10-20T19:55:29.570228
Tona Café,Coffee shop,,"Laprida 1218, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,545,https://www.instagram.com/tona.cafe/,www.instagram.com,ChIJRUJ72ffLvJURJBByWf574-U,,False,False,2025-10-20T19:55:31.076522
Tienda de café,Cafeteria,,"Av. Caseros 3101, C1263 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,535,http://www.tiendadecafe.com.ar/,www.tiendadecafe.com.ar,ChIJnYHeAQDLvJURNq4WmgpvR8Q,,True,False,2025-10-20T19:55:32.582248
Dopo Café,Espresso bar,+54114790-4677,"José A. Cabrera 5002, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,492,,,ChIJlZsj5Lu1vJURmTK4FnNY2bo,,False,False,2025-10-20T19:55:34.275166
Cafetería Carbonetti,Cafe,,"Av. Cnel. Díaz 1423, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,481,https://instagram.com/cafeteriacarbonetti?igshid=Yzg5MTU1MDY=,instagram.com,ChIJj9R2sTPLvJURBxUYWl0ZmiU,,False,False,2025-10-20T19:55:35.779665
Michelangelo Legend,Restaurant,+54112516-8222,"Balcarce 433, C1064 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,461,https://www.michelangelolegend.com/,www.michelangelolegend.com,ChIJJYvLxio1o5URzcXOUHpOLMM,info@familiatangoshow.com,True,False,2025-10-20T19:55:37.284683
The Shelter Coffee,Coffee shop,+54112400-5335,"Pres. José Evaristo Uriburu 353, C1027 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,437,https://www.instagram.com/thesheltercoffee,www.instagram.com,ChIJEyE8bgDLvJURGrB1Z4hDHCo,,False,False,2025-10-20T19:55:40.923024
Café Martínez,Coffee shop,,"Av. Juan Bautista Alberdi 901, C1424 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,431,,,ChIJc83ceQDLvJURzKpxp1B7flw,,False,True,2025-10-20T19:55:42.426384
CASA JINETE,Bar,,"Bernardo de Irigoyen 1975, B1878 Quilmes, Provincia de Buenos Aires",Quilmes,4.8,425,,,ChIJa6Cp4kMvo5URA0BEOKQBlfA,,False,False,2025-10-20T19:55:43.932338
Kongō Coffee Bar,Espresso bar,+549116428-3486,"José A. Cabrera 5340, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,416,,,ChIJuZQ6RYW1vJURa7BL3m22Q08,,False,False,2025-10-20T19:55:45.438343
Porta negra cafe de especialidad,Coffee shop,,"Mendoza 5242, C1431CIP Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.8,414,https://www.instagram.com/portanegracafe,www.instagram.com,ChIJ6bRjXHe3vJURa8fvX6mKKOw,,False,False,2025-10-20T19:55:46.942595
Pura - Café de Especialidad,Coffee shop,,"Maure 4008, C1427 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,383,https://www.instagram.com/pura.cafedeespecialidad?igsh=czAyMGkxdmFvcmY=,www.instagram.com,ChIJNT7NLf61vJURhZ5z3JUb8ps,,False,False,2025-10-20T19:55:48.444794
Amén Drinks Bar,Bar,+54116477-5895,"García de Cossio 5895, C1408 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,325,https://www.instagram.com/amen.winebar?igsh=NzR1cGpmOHQ5aDY4,www.instagram.com,ChIJGWnjMaDJvJURCGRZCZu1ppg,,False,False,2025-10-20T19:55:49.950584
Teatro Bar El Tejón,Bar,+54113443-1639,"Av. Álvarez Jonte 1969, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,315,,,ChIJB5WD2yDJvJURVc-h6Gp-7_E,,False,False,2025-10-20T19:55:51.456070
Iru Vermu,Bar,,"Camarones 1500, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,302,https://www.instagram.com/iru_vermu/,www.instagram.com,ChIJU2HCy4XLvJURD4jsohjFRRU,,False,False,2025-10-20T19:55:52.962016
Panchería Mamita's,Bar,+54113169-6655,"San Lorenzo 2119, B1650 San Martín, Provincia de Buenos Aires",San Martín,4.8,302,,,ChIJIenxOHG3vJUR3wzW7-ew9mQ,,False,False,2025-10-20T19:55:54.467746
DARKSKY Hookah Lounge,Hookah bar,+54116759-2064,"Honduras 5255, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,298,https://www.instagram.com/darkskyhookah?igsh=ZDU3aHB4YXh4cXN5&utm_source=qr,www.instagram.com,ChIJTVOlBI61vJURuIrmOmcBAk8,,False,False,2025-10-20T19:55:55.971384
Kiano - Bar de Vinos y Cervezas,Wine bar,+549115378-8746,"Santo Tomé 3501, C1417GFY Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,294,https://instagram.com/kiano.wb?igshid=YmMyMTA2M2Y=,instagram.com,ChIJv3zkKm-3vJURtVbUBKqWi7E,,False,False,2025-10-20T19:55:57.477073
Copetin,Restaurant,,"Fernández de Enciso 4370, C1419 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,288,,,ChIJdXhoUwC3vJURUUpypaXOg78,,False,False,2025-10-20T19:55:58.983063
La Fonda Paisa,Colombian restaurant,+54115052-9104,"Larrea 750, C1030 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,279,,,ChIJ-6jwaW3LvJURtVl_5UunFdU,,False,False,2025-10-20T19:56:00.488811
Vinoteca Vinetto,Wine bar,+54114301-8822,"Av. Montes de Oca 939, C1270 AAJ, Cdad. Autónoma de Buenos Aires",AAJ,4.8,275,,,ChIJD7bsnUvLvJUR24StZ7MQ3uM,,False,False,2025-10-20T19:56:01.994380
Monti Bar de Pastas VII - Barracas,Italian restaurant,+54112465-8428,"Brandsen 1419, C1287 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,261,https://linktr.ee/montipastas,linktr.ee,ChIJi5GaKwDLvJUR-kMTWi4teLw,,False,False,2025-10-20T19:56:03.496821
Pámpano Wine House,Bar,+54113149-9490,"Chivilcoy 4602, C1419 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,260,https://www.instagram.com/pampanodevoto/?hl=es,www.instagram.com,ChIJqaGpC663vJURLAQs2lLYSak,,False,False,2025-10-20T19:56:05.002422
COCHILOCO BAR,Bar,+54116782-5029,"Juan Ramírez de Velasco 615, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,253,https://instagram.com/cochilocobar?igshid=YmMyMTA2M2Y=,instagram.com,ChIJkevon2_LvJURUCr1fzhuGHo,,False,False,2025-10-20T19:56:06.504445
Cave Canem,Bar,+54115751-5550,"Chile 308, C1098AAG Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,249,https://instagram.com/cavecanem.bar,instagram.com,ChIJCU2fEqk1o5UR34Us_wyVKHA,,False,False,2025-10-20T19:56:08.010105
Veredita,Bar,,"Av. Jorge Newbery 3867, C1427 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,241,https://www.instagram.com/veredita.devinos/?hl=es-la,www.instagram.com,ChIJSRV7rJm1vJURoWO4xzAsFi0,,False,False,2025-10-20T19:56:09.512936
Moretti Gin Bar,Bar,,"Av. Olazábal 1780, C1428DGV Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,241,https://destileriamoretti.com/,destileriamoretti.com,ChIJ26Sd9by1vJURwPntgK1GVYQ,,True,False,2025-10-20T19:56:11.016972
NORTE PULPERÍA,Gastropub,+54116259-1532,"Felipe Vallese 3123, C1406 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,229,http://www.instagram.com/norte_pulperia,www.instagram.com,ChIJ3bFM0-3JvJURblohucWxPrw,,False,False,2025-10-20T19:56:13.305133
Garito Loyola,Bar,+54117180-5280,"Loyola 1184, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,224,,,ChIJbT8nghW1vJURkhldDqXaTM4,,False,False,2025-10-20T19:56:14.808255
HUGO,Bar,+54116517-5023,"Bolívar 328, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,4.8,219,,,ChIJJWetUHfHvJURiKCcGvvpgLw,,False,False,2025-10-20T19:56:16.310034
Drams Devoto,Bar,+54112244-1202,"Asunción 3757, C1419 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,218,https://www.instagram.com/drams_devoto/,www.instagram.com,ChIJX6Bkr_a3vJURbpB54YarjVo,,False,False,2025-10-20T19:56:17.815750
Viandas Don Piponne Catering,Caterer,+54114248-3095,"Lugano 80, B1832 Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,4.8,212,https://www.donpiponne.com.ar/,www.donpiponne.com.ar,ChIJDR7PW7rSvJURDPWTYETPjZ4,,True,False,2025-10-20T19:56:19.318901
PIBÄ DOHO,Bar,,"Av. Donado 1877, C1430 C1430DRI, Cdad. Autónoma de Buenos Aires",C1430DRI,4.8,207,http://piba.com.ar/,piba.com.ar,ChIJ9Qi8JQC3vJURNXaMDXZei1E,info@piba.com.ar,True,False,2025-10-20T19:56:21.691993
La Casa de Bacus,Wine bar,+549115877-4855,"Zabala 1615, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,198,https://www.instagram.com/lacasa_debacus/?hl=es-la,www.instagram.com,ChIJucaTT8i1vJURk8nlrifNHTk,,False,False,2025-10-20T19:56:23.710269
Alsina Padel,Padel court,+549112236-6815,"Senador J.Pallares 2258, B1824 Valentín Alsina, Provincia de Buenos Aires",Valentín Alsina,4.8,181,http://www.alsinapadel.com/,www.alsinapadel.com,ChIJA8GBF_bNvJURrySGepzd1ao,,True,False,2025-10-20T19:56:25.215635
Somos Cava,Wine bar,+54117197-5299,"Charlone 100, C1427 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,174,,,ChIJ7WGW-8y1vJUR__1eKoBF8H4,,False,False,2025-10-20T19:56:27.983722
Winston Club,Restaurant,+549112654-0588,"Guido 1962, C1119 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.8,172,https://www.winston-club.com/,www.winston-club.com,ChIJVxAwpD7LvJURUWDpx4G3ViU,2654-0588@winston.clubrecibir,True,False,2025-10-20T19:56:29.488967
Vinoteca 3 Barricas,Wine bar,+5442241217,"Corrientes 715, B1878 Quilmes, Provincia de Buenos Aires",Quilmes,4.8,170,http://www.3barricas.com.ar/,www.3barricas.com.ar,ChIJsfrydm4uo5URTHpJfVh6Tw8,,True,False,2025-10-20T19:56:31.330623
Kraken bar,Bar,+549116561-1036,"Av. Alicia Moreau de Justo 970, C1107AAT Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,4.7,15167,https://www.instagram.com/krakenbaroficial/,www.instagram.com,ChIJE_yL4Ss1o5URmOIYvCF6GUU,,False,False,2025-10-20T19:56:33.027138
Teatro Picadero,Performing arts theater,+54115199-5793,"Enrique Santos Discépolo 1857, C1051 Cdad. Autónoma de Buenos Aires",Buenos Aires,4.7,9807,http://www.teatropicadero.com.ar/,www.teatropicadero.com.ar,ChIJsUJsyMHKvJURc4EGEml9R9E,,True,False,2025-10-20T19:56:34.531961
D'oro Italian Bar,Restaurante italiano,+54115051-4059,"Perú 159, C1067AAC Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,4.7,9382,http://doroitalianbar.com/?utm_source=Google%20My%20Business&utm_medium=Google%20My%20Business&utm_campaign=clic%20en%20sitio,doroitalianbar.com,ChIJLQR0nNPKvJURtyi02e1xSBc,,True,False,2025-10-20T19:56:38.305206
La Panera Rosa Unicenter,Restaurant,+549114962-6192,"Paraná 3745, B1640FRC Martínez, Local 3223, piso 3, B1640 Buenos Aires, Provincia de Buenos Aires",Buenos Aires,4.7,9039,http://www.lapanerarosa.com.ar/,www.lapanerarosa.com.ar,ChIJ5QGbvwCxvJURrx-eQAr-IVU,,True,True,2025-10-20T19:56:45.808220
