titulo,tipo,categoria,descripcion,telefono,direccion,rating,cantidad_reviews,url,nivel_precio,quality_score,verificado,estado_actual,latitud,longitud
Le Pain Quotidien,Cafetería,Restaurant,"Somos la panadería y restaurante que sirve alimentos de temporada, sencillos e integrales. Le Pain Quotidien significa “el pan de cada día” en francés, y tal y como indica nuestro nombre, somos panaderos de corazón. Aunque el pan hecho a mano marca nuestros orígenes, servimos una amplia variedad de opciones ecológicas como café, pastelería, huevos, tartines, sopas, ensaladas y postres.
En Le Pain Quotidien, creemos que los alimentos deben prepararse de una manera sencilla, nutritiva y deliciosa. Por ese motivo creemos también que los ingredientes de nuestros platos deben de ser de origen local y ecológico, siempre que este a nuestro alcance.",5491151991429.0,"Av. del Libertador 2417, C1425 Olivos, Provincia de Buenos Aires",4.4,4981,https://www.lepainquotidien.com/ar/en/locations/Olivos/Av.-Del-Libertador-2417,expensive,37.459781461617354,True,close,-34.5077523,-58.479270199999995
Le Pain Quotidien,Restaurante,Restaurant,"Somos la panadería y restaurante que sirve alimentos de temporada, sencillos e integrales. Le Pain Quotidien significa “el pan de cada día” en francés, y tal y como indica nuestro nombre, somos panaderos de corazón. Aunque el pan hecho a mano marca nuestros orígenes, servimos una amplia variedad de opciones ecológicas como café, pastelería, huevos, tartines, sopas, ensaladas y postres.
En Le Pain Quotidien, creemos que los alimentos deben prepararse de una manera sencilla, nutritiva y deliciosa. Por ese motivo creemos también que los ingredientes de nuestros platos deben de ser de origen local y ecológico, siempre que este a nuestro alcance.",5491151991429.0,"Av. del Libertador 2417, C1425 Olivos, Provincia de Buenos Aires",4.4,4981,https://www.lepainquotidien.com/ar/en/locations/Olivos/Av.-Del-Libertador-2417,expensive,37.459781461617354,True,close,-34.5077523,-58.479270199999995
Museo Evita Restaurante,Restaurante,Restaurant,"Seasonal menu served in a storied, early 20th-century establishment dedicated to Eva Perón.",5491135605130.0,"C1425ARF, Juan María Gutiérrez 3926, C1425ARF Cdad. Autónoma de Buenos Aires",4.4,4970,https://www.museoevitaresto.com.ar/,moderate,37.45005574681657,True,close,-34.58069,-58.4149293
Croque Madame,Restaurante,Restaurant,"Casual, industrial-style cafe with a terrace serving breakfast, global fare & sweets, plus coffee.",54948557123.0,"Julián Álvarez 596, C1414 C1414DRL, Cdad. Autónoma de Buenos Aires",4.2,7445,,moderate,37.444815468617186,True,open,-34.5993285,-58.4342627
Lucille,Bar,Live music bar,"Tapas & cocktails in an intimate, brick-lined nightclub & theater featuring live music shows.",5491147724685.0,"Gorriti 5520, C1414 BKD, Cdad. Autónoma de Buenos Aires",4.4,4900,https://instagram.com/clublucille,moderate,37.38765599760201,True,close,-34.5855791,-58.436620299999994
Lucille,Restaurante,Live music bar,"Tapas & cocktails in an intimate, brick-lined nightclub & theater featuring live music shows.",5491147724685.0,"Gorriti 5520, C1414 BKD, Cdad. Autónoma de Buenos Aires",4.4,4900,https://instagram.com/clublucille,moderate,37.38765599760201,True,close,-34.5855791,-58.436620299999994
Axion Energy Gas Station,Cafetería,Gas station,"Estación de Servicio AXION que cuenta con:
- Suministro de combustibles de la más alta calidad destacándose la línea premium QUANTIUM.
- Tienda Spot! con servicios de cafetería, comidas rápidas y quiosco.
- Venta de lubricantes Castrol.",5491148036946.0,"Av. del Libertador 2589, C1425AAL Cdad. Autónoma de Buenos Aires",4.3,5966,https://www.axionenergy.com/Paginas/index.aspx,,37.38419814034496,True,open,-34.5785936,-58.406492699999994
Cantina Palermo,Restaurante,Restaurante,"Restaurante agradable y sencillo, con platos artesanales, como ñoquis, ravioles y fideos, además de postres.",5491147777647.0,"Fitz Roy 2238, C1425 Cdad. Autónoma de Buenos Aires",4.3,5826,http://www.cantinapalermo.com/,moderate,37.28210753871522,True,close,-34.579886099999996,-58.431748799999994
Artemisia,Restaurante,Health food restaurant,"Comfy, health-conscious eatery specializing in organic vegetarian dishes, homemade bread & brunch.",5491147732641.0,"Costa Rica 5893 Esquina, Dr. Emilio Ravignani, C1414 Buenos Aires",4.3,5771,http://instagram.com/artemisiacocinanatural/,moderate,37.241327855543176,True,open,-34.5802757,-58.437563399999995
Backroom Bar,Restaurante,Coctelería,"Bar original con tapas, aperitivos, bebidas artesanales, una librería y jazz.",,"Jorge Luis Borges 1975, C1414 Cdad. Autónoma de Buenos Aires, Argentina",4.6,3272,http://www.backroom-bar.com/,,37.22992646270542,True,open,-34.586374,-58.426224999999995
Backroom Bar,Bar,Coctelería,"Bar original con tapas, aperitivos, bebidas artesanales, una librería y jazz.",,"Jorge Luis Borges 1975, C1414 Cdad. Autónoma de Buenos Aires, Argentina",4.6,3272,http://www.backroom-bar.com/,,37.22992646270542,True,open,-34.586374,-58.426224999999995
La Escondida,Restaurante,Argentinian restaurant,"La Escondida Parrilla es un restaurante especializado en parrilla argentina. Ofrecemos cortes de carne de alta calidad (ojo de bife, colita de cuadril, achuras), provoletas, pastas caseras y postres típicos. Contamos con salones amplios y patio, ideal para grupos, familias y disfrutar de una experiencia auténtica. Además, organizamos eventos privados y corporativos con catering propio, espacios equipados y capacidad para hasta 260 invitados.
Abiertos todos los días de 12 a 16 h y de 20 a 1.

Reservas disponibles.",5491148339138.0,"Costa Rica 4464, C1414BSF Cdad. Autónoma de Buenos Aires",4.2,7052,http://www.laescondidaparrilla.com.ar/,moderate,37.21707501627436,True,close,-34.5898919,-58.4247781
Imperio,Restaurante,Pizza restaurant,Clásica pizzería porteña,5491148544864.0,"Av. Corrientes 5206, C1414 AJS, Cdad. Autónoma de Buenos Aires",4.0,10899,https://instagram.com/pizzeriaimperio1946?igshid=108cdugcqzirv,moderate,37.18607227286894,True,open,-34.599895599999996,-58.4390776
Parrilla Reencuentro,Restaurante,Grill,"Parrilla Reencuentro es el lugar ideal para disfrutar de la mejor carne a la parrilla en el corazón de Palermo Soho. Ofrecemos cortes premium, asado a la leña y una selección de vinos que realzan cada sabor. Nuestro ambiente cálido y acogedor es perfecto para reuniones con amigos, cenas familiares o una experiencia gastronómica única en Buenos Aires. ¡Te esperamos para vivir el verdadero sabor de la parrilla argentina!",5491159464787.0,"José A. Cabrera 4801, C1414BGM Cdad. Autónoma de Buenos Aires",4.5,3755,https://reencuentropalermo.com/?utm_source=mybusiness&utm_medium=cpc&utm_campaign=GTMbusqueda,moderate,37.039994281476694,True,open,-34.5912455,-58.4302978
PADRE Panadería & Confitería,Cafetería,Panadería,"Establecimiento de café especial con granos tostados artesanalmente, comida casera y cerveza artesanal.",5491144272373.0,"C1425FFB, Honduras 4184, C1180 Cdad. Autónoma de Buenos Aires",4.3,5362,http://padrecoffeeroasters.com/,moderate,36.92529883562658,True,close,-34.5943429,-58.422518999999994
PADRE Panadería & Confitería,Restaurante,Panadería,"Establecimiento de café especial con granos tostados artesanalmente, comida casera y cerveza artesanal.",5491144272373.0,"C1425FFB, Honduras 4184, C1180 Cdad. Autónoma de Buenos Aires",4.3,5362,http://padrecoffeeroasters.com/,moderate,36.92529883562658,True,close,-34.5943429,-58.422518999999994
La Panera Rosa Coronel Diaz - Barrio Norte,Restaurante,Brunch restaurant,"En La Panera Rosa, cada plato que ofrecemos es una combinación de vivencias y
experiencias culinarias de nuestro fundador, quien creció entre los aromas y sabores
de la cocina de su madre y su abuela, dos mujeres que sabían transformar ingredientes simples en experiencias memorables.

Algunas de esas recetas, las disfrutaba mientras veía sus dibujos animados favoritos, como La Pantera Rosa. Hoy, queremos compartir ese mismo espíritu con vos, transportándote a esas mañanas y tardes de tu infancia.

En La Panera Rosa los sabores, aromas y texturas se entrelazan para crear
momentos que te transportarán a tu propia historia. Vos, sos La Panera Rosa.",5491151963741.0,"Av. Cnel. Díaz 1699, C1425 DQC, Cdad. Autónoma de Buenos Aires",4.2,6562,https://www.lapanerarosa.com.ar/,inexpensive,36.91465299678964,True,open,-34.591886699999996,-58.4123198
Green Eat Billinghurst,Restaurante,Restaurant,"Green Eat es una tienda Fast Good con comida saludable, natural y deliciosa 🥕🥗. Usamos ingredientes responsables y huevos 100% libres de jaula desde 2019. ¡Cuidamos tu salud y el planeta! 🌱",,"C1425BGT, Av. Sta. Fe 3129, Buenos Aires",4.3,5320,http://www.greeneat.com.ar/,moderate,36.891491098764384,True,close,-34.5896293,-58.4091494
Moshu Treehouse,Cafetería,Coffee shop,,5491163652860.0,"Guatemala 4570, C1425 Cdad. Autónoma de Buenos Aires",4.5,3622,https://www.instagram.com/compartimoshu/,,36.87775960902785,True,close,-34.5873681,-58.423263899999995
Vive Café,Cafetería,Coffee shop,"Colorful, bohemian venue specializing in Colombian coffee, plus breakfast, smoothies & baked goods.",5491147745461.0,"C1414BTH, Costa Rica 5722, C1414BTH Cdad. Autónoma de Buenos Aires, Argentina",4.7,2544,https://www.facebook.com/ViveCafeTienda/?fref=ts,inexpensive,36.85686386622773,True,open,-34.581756,-58.4360058
El Club de la Milanesa,Restaurante,Restaurant,,5491153856662.0,"Gurruchaga 1806, C1414 Cdad. Autónoma de Buenos Aires",4.2,6464,https://bit.ly/PediOnlineSoho,moderate,36.85146482306502,True,close,-34.587842099999996,-58.427246
Outback Steakhouse Aeroparque,Restaurante,Restaurant,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",5491133965604.0,"Aeroparque Internacional Jorge Newbery, Zona De Pre Embarque De Vuelos Internacionales, Av. Costanera Rafael Obligado, C1425 Cdad. Autónoma de Buenos Aires",4.3,5252,http://outback.com.ar/,,36.83618487010204,True,close,-34.5562632,-58.414058999999995
Boticario,Bar,Bar,"Antigua droguería, ahora bar de macerados.",,"Honduras 5207, C1414 Cdad. Autónoma de Buenos Aires",4.4,4287,https://www.boticariobar.com.ar/,moderate,36.799733092102805,True,close,-34.587227299999995,-58.4321698
Knowhere Collectibles,Cafetería,Collectibles store,"El primer café temático de coleccionables de Argentina. Encontrá acá tu próximo Hot Toys, Sideshow, Iron Studios, Prime1, NECA, Kotobukiya y muchas otras marcas más --y acompañalas de un exquisito café. Representantes y distribuidores en el país de Sideshow Collectibles, Hot Toys, Iron Studios y Prime1.",5491153739527.0,"Honduras 5720, C1414 Cdad. Autónoma de Buenos Aires",4.6,2973,https://shop.knowhere.com.ar/,,36.78925038429246,True,close,-34.5832299,-58.4376458
Cooperativa Alé Alé,Restaurante,Restaurant,,5491148622293.0,"José A. Cabrera 4270, C1414 BGB, Cdad. Autónoma de Buenos Aires",4.3,5193,,moderate,36.787615386557576,True,close,-34.5950054,-58.4253632
Varela Varelita,Cafetería,Cafe,,5491162503702.0,"Av. Raúl Scalabrini Ortiz 2102, C1425DBP C1425DBP, Cdad. Autónoma de Buenos Aires",4.5,3550,https://turismo.buenosaires.gob.ar/es/gastronomico/varela-varelita,inexpensive,36.78743039824389,True,open,-34.5875725,-58.420119
Varela Varelita,Bar,Cafe,,5491162503702.0,"Av. Raúl Scalabrini Ortiz 2102, C1425DBP C1425DBP, Cdad. Autónoma de Buenos Aires",4.5,3550,https://turismo.buenosaires.gob.ar/es/gastronomico/varela-varelita,inexpensive,36.78743039824389,True,open,-34.5875725,-58.420119
Sintaxis,Restaurante,Gluten-free restaurant,"Un proyecto familiar. Una propuesta innovadora. El primer restaurante de Argentina con la cocina estrictamente libre de gluten.

Sintaxis es conexión y reunión
Sintaxis son relaciones y comunicación
Sintaxis es lo que cada uno pretende e imagina
Sintaxis son imágenes y aromas, sabores y sensaciones
Sintaxis es un momento y una ocasión
Sintaxis somos familia y sos vos
Sintaxis es para todos; sintiéndonos como en casa",5491156535755.0,"Nicaragua 4849, C1414 Cdad. Autónoma de Buenos Aires",4.3,5165,http://www.sintaxisglutenfree.com/,moderate,36.76437208671988,True,close,-34.5862775,-58.4274655
Bar 878,Restaurante,Bar,"Bustling hangout offering easygoing snacks & burgers, plus cocktails & happy hour specials.",5491147731098.0,"Thames 878, C1414 Cdad. Autónoma de Buenos Aires",4.4,4249,http://www.878bar.com.ar/,expensive,36.76056675244124,True,close,-34.592841299999996,-58.4390916
Bar 878,Bar,Bar,"Bustling hangout offering easygoing snacks & burgers, plus cocktails & happy hour specials.",5491147731098.0,"Thames 878, C1414 Cdad. Autónoma de Buenos Aires",4.4,4249,http://www.878bar.com.ar/,expensive,36.76056675244124,True,close,-34.592841299999996,-58.4390916
TRIXIE American Diner,Restaurante,Restaurant,"TRIXIE DINER, es una propuesta que toma como referencia el estilo americano de los años 50, respetando hasta el mas minimo detalle la arquitectura tipica de los "" DINER "" americanos .con musica pop y rock & roll como acompañante de cada comida, TRIXIE es una propuesta diferente que invita a sumergirse en los años dorados.",,"Av. Costanera Rafael Obligado 1221, C1425 Cdad. Autónoma de Buenos Aires",4.3,5153,https://trixiediner.com/,moderate,36.75437208221293,True,close,-34.5699088,-58.3978408
Eterna Cadencia,Cafetería,Book store,"Independent neighborhood bookstore featuring reading areas, plus an atrium coffee shop & restaurant.",5491147744100.0,"Honduras 5582, C1414BTM Cdad. Autónoma de Buenos Aires",4.6,2935,http://www.eternacadencia.com.ar/,,36.73009559277826,True,close,-34.5844254,-58.4361525
SĀNTAL - Espacio Pirámide,Cafetería,Cafeteria,"Partiendo de la premisa de sentirse como en casa gracias a sus cómodos espacios, donde además se puede degustar café de especialidad y una completa propuesta gastronómica elaborada con productos de primera calidad y una atención personalizada, SĀNTAL se convierte en el lugar preferido del barrio Belgrano.",5491124756221.0,"O'Higgins 1502, C1426 Cdad. Autónoma de Buenos Aires",4.7,2450,http://www.instagram.com/santalcafe,,36.67998150258213,True,open,-34.5654211,-58.448298599999994
Le Pain Quotidien,Restaurante,Restaurant,Classic light fare & organic breads fill out the menu at this rustic-chic bakery/cafe chain.,5491148315709.0,"Armenia 1641, C1414DKI Cdad. Autónoma de Buenos Aires",4.2,6194,https://www.lepainquotidien.com/ar/en/locations/Armenia/Armenia-1641,expensive,36.67229073506562,True,close,-34.589813,-58.427727
Le Pain Quotidien,Cafetería,Restaurant,Classic light fare & organic breads fill out the menu at this rustic-chic bakery/cafe chain.,5491148315709.0,"Armenia 1641, C1414DKI Cdad. Autónoma de Buenos Aires",4.2,6194,https://www.lepainquotidien.com/ar/en/locations/Armenia/Armenia-1641,expensive,36.67229073506562,True,close,-34.589813,-58.427727
Vaffanculo Cantina Italiana,Restaurante,Italian restaurant,Hearty plates dished up in a kitschy Italian restaurant decorated like a Venetian street.,5491147736457.0,"BRF, Báez 242, C1426 Cdad. Autónoma de Buenos Aires",4.0,9519,https://www.facebook.com/VaffanculoCantina/,moderate,36.64460051114165,True,open,-34.5725328,-58.4306178
La Fuerza,Bar,Bar,"Sharing plates & hearty mains are served with beer, wine & vermouth cocktails at this laid-back bar.",5491138634452.0,"Av. Dorrego 1409, C1414CKJ Cdad. Autónoma de Buenos Aires",4.3,5001,https://lafuerza.com.ar/,moderate,36.62565037918153,True,close,-34.5856066,-58.444941199999995
La Fuerza,Restaurante,Bar,"Sharing plates & hearty mains are served with beer, wine & vermouth cocktails at this laid-back bar.",5491138634452.0,"Av. Dorrego 1409, C1414CKJ Cdad. Autónoma de Buenos Aires",4.3,5001,https://lafuerza.com.ar/,moderate,36.62565037918153,True,close,-34.5856066,-58.444941199999995
Moby Dick Pub & Grill,Restaurante,Bar & grill,"Moby Dick Pub & Grill heredero del clásico e imperdible bar del puerto de Punta Del Este, con su impronta marinera y británica trae a la costanera una propuesta inédita.

Ubicado en la típica zona gastrónomica de Costanera Moby Dick
Ofrece una versatilidad de espacios en donde se puede disfrutar de la combinación de gastronomía de autor, coctelería de lo mas variada y diversión. Ambientado al mejor estilo inglés y con sus barras pletóricas de bebidas, construye un ambiente festivo y descontracturado donde todos disfrutan y se llevan algo que recordar.",5491157573023.0,"Av. Costanera Rafael Obligado 6350, C1426 Cdad. Autónoma de Buenos Aires",4.2,6120,http://mobydickpub.com.ar/,moderate,36.621819195574496,True,close,-34.5499521,-58.430644699999995
