titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating
El Puentecito,Restaurant,,Bodegón de Buenos Aires abierto desde 1873,54943011794,"Vieytes 1895, C1275 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1275,Buenos Aires,AR,-34.6555143,-58.374834199999995,4.3,5659,,,7190520177024883183,ChIJP9QMfqrMvJUR79nYBQHcyWM,True,close,https://lh6.googleusercontent.com/-klpFuLn9g-4/AAAAAAAAAAI/AAAAAAAAAAA/biVQi56aBLM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrG3iLH6yby1aOsXdQRoLAU4mU_WsX8S1v9m6zhI8Kg2Ubu7H_sD9LfOL0mMqgMwzHScy-AMz0-nFg9yGK1Dg8cgve_aekdA9alwFlW3KmVIuzH4gZKl2mUXH7eOlVA4zIjOnWp=w408-h543-k-no,4833,moderate,
Burger King,Fast food restaurant,"Hamburger restaurant, Takeout restaurant, Restaurant","Well-known fast-food chain serving grilled burgers, fries & shakes.",,"Av. Córdoba 2332, C1120 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1120,Buenos Aires,AR,-34.599672999999996,-58.400443499999994,4,5654,http://www.burgerking.com.ar/,www.burgerking.com.ar,13083488351950511090,ChIJO-zEtarLvJUR8pv4OFbjkbU,True,open,https://lh6.googleusercontent.com/-gQiae_EwOmQ/AAAAAAAAAAI/AAAAAAAAAAA/8xiFzTZOvv0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhJqlDdfIYmVDW1HMGL0HWn4-y1Ee-FJNDoX3flF-8aWsvXYZ7_44M99ir7b9e1SNap2TAgGR71vQxUfmWtuXhQ6BWkqUmPchTFmobr1WqBURHVYtuyTh90IJz0j2oCaZEKarVJw=w408-h724-k-no,630,moderate,
Ebro,Restaurant,"Bar, Pizza restaurant",,5491143727574,"Av. Entre Ríos 390, C1079ABQ Cdad. Autónoma de Buenos Aires",Buenos Aires,C1079,Buenos Aires,AR,-34.613687299999995,-58.391586399999994,3.9,5651,https://www.instagram.com/ebrorestaurantbar?igsh=cmJkZXlwNGhybmhy,www.instagram.com,8437162042223386977,ChIJR6JPs93KvJURYWEi5yzSFnU,True,close,https://lh6.googleusercontent.com/-72R9Ss-3zQ0/AAAAAAAAAAI/AAAAAAAAAAA/kZ2Lj7Fg10A/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0uxaXj_ALXE47_c6SSQXoFicIPIjTewlDVsQrSljyQrejMi3EddCtAwkujlB8kaTj-6dJl1ogdpY0v0xmABaznIHI2Il33AzhlKpFH53MNdYeU0gpvyaUkdggmdSXvfjMcgtM=w408-h408-k-no,1760,moderate,
Maricel,Restaurant,,,5491147870423,"Av. Cabildo 2500 C1428AAT, C1428AAT Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5585119,-58.4600407,3.8,5632,,,10661871145396599012,ChIJSwEI4Rq1vJUR5PhZVlGT9pM,True,close,https://lh3.googleusercontent.com/-j96TxtgRDl8/AAAAAAAAAAI/AAAAAAAAAAA/rh9-47LrKb8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohxZRmME-8AYSCeuLj1yITDTDhv-uumCb6DhxlyjfuxP9x3BqCfxCzSKomIULsSjwBsdoWRGQB5q3s0zEX-HviArsFjc8iNZsT0qbunF-2T4zWNPAr_lKDrg38oNLvPQhz3wB4=w408-h306-k-no,1727,moderate,
Sócrates,Restaurant,Cafeteria,Restaurante Café,5491144325082,"Av. Pedro Goyena 1402, C1406GWQ Cdad. Autónoma de Buenos Aires",Buenos Aires,C1406,Buenos Aires,AR,-34.6277062,-58.4471506,4.1,5632,,,9342380940109435049,ChIJy6RGvjDKvJURqVCai_fNpoE,True,temporarily_closed,https://lh4.googleusercontent.com/-J16SkNz-sJA/AAAAAAAAAAI/AAAAAAAAAAA/3VKPQXoSFVE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nootmwRRIue-9EUbxoIUtQHu9T0ixaww1AKc4RqBghzRzHZnExkjcZnIev-pUHiXBzS-bi9ClyjHOcZCy9HU22geLvsUJrrjs4uO50yRbKdpOu21cuCTDpaEl-hFwl7PfzLYnpXWw=w427-h240-k-no,1477,expensive,
La Colorada,Restaurant,,,5491147766760,"Migueletes 840, C1426BUJ Cdad. Autónoma de Buenos Aires",Buenos Aires,C1426,Buenos Aires,AR,-34.566444,-58.4346957,4,5629,https://www.lacolorada.com.ar/,www.lacolorada.com.ar,8685570180523784535,ChIJlx1UYrm1vJURV3nYoQ9YiXg,True,open,https://lh5.googleusercontent.com/-tFUXBMim1Ek/AAAAAAAAAAI/AAAAAAAAAAA/vF5q00e52VY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_zX_VAKvtAjJIHQ4V3x66d9BIBr5dUV3EScH1tk-LjF_taERz3z__VT-mAQLZRyPziykQdRrkN1IZH43KSPNrTIdnTuiZlDGmLAzw8IqGWBc4qYzmMyHL4SCTPENiz_Jo6RBxjg=w408-h408-k-no,3053,moderate,
McDonald's,Restaurant,"Fast food restaurant, Hamburger restaurant, Meal delivery, Takeout restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Ciudad Jardin Lomas de Palomar, Blvd. San Martín 3099, B1684BJI Buenos Aires",Buenos Aires,B1684,Buenos Aires Province,AR,-34.6039409,-58.593263199999996,3.7,5624,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,6812814593036907127,ChIJv8YdQ1G4vJURd_KPysb6i14,True,open,https://lh3.googleusercontent.com/-dawWPJf1pRc/AAAAAAAAAAI/AAAAAAAAAAA/FO9Z9XnQq6w/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noX7YciXpezSBwLRfQvqc36INi7AJTbhzo5UhlJ2O1uy14KpumrZhEsLBzsMLhRdXnB5IeyBdFQcUF7RUw1L-pyWF5NbqNxYxPk658ikViTTtRh27t57PggmyxlWSd9mDjqML8W=w408-h306-k-no,1093,moderate,
Temple Craft Recoleta,Bar,"Beer hall, Brewpub, Hamburger restaurant, Restaurant","Somos el lugar y la excusa para encontrarse
Somos el motor para expresarse
Somos la juntada
Somos la ranchada
Somos movimiento de hombros y cadera
Somos la despedida y somos el reencuentro

Somos encuentro, birra y música.",5491128320278,"Vicente López 2102, C1127AAN Cdad. Autónoma de Buenos Aires",Buenos Aires,C1127,Buenos Aires,AR,-34.5886002,-58.3944106,4.3,5621,https://templebeer.com/es/bares,templebeer.com,16196507115658718067,ChIJ6VAwIr3KvJURc6vsrmiNxeA,True,close,https://lh5.googleusercontent.com/-TFXk_BcinDQ/AAAAAAAAAAI/AAAAAAAAAAA/B1a_LsxTAhY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMRf3erQZDSq18nGYDVMX5YvUUC8y3Y6tWMRnKV=w408-h306-k-no,1208,moderate,
Tucson Restaurante - Obelisco,American restaurant,"Grill, Bar, Espresso bar, Restaurant","Tucson Restaurante es un clásico steak house americano en pleno centro porteño, estratégicamente ubicado sobre la Av. Corrientes, en el corazón de la zona de teatros de Buenos Aires. Especializado en carnes a la leña, ribs, hamburguesas gourmet y cortes premium, combina el auténtico sabor de la gastronomía americana con un ambiente cálido, elegante y confortable. Ideal para compartir en familia, disfrutar de una cena romántica o concretar reuniones de trabajo.
Viví una experiencia distinta en el epicentro cultural de la ciudad, con platos abundantes, cócteles bien servidos y una atención de primer nivel.",5491143821354,"Av. Corrientes 1220, C1043 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1043,Buenos Aires,AR,-34.603963,-58.384026,4.3,5614,http://www.tucsonrestaurante.com.ar/,www.tucsonrestaurante.com.ar,17598313298898007675,ChIJhYuKqDvLvJURezbZmrTEOfQ,True,close,https://lh3.googleusercontent.com/-BysRggLl5AU/AAAAAAAAAAI/AAAAAAAAAAA/LLrmRSQdZLg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPJqRt-wCsoWDTEOU8e7_8ppeceNnQaiY7_Wf05=w408-h272-k-no,3712,moderate,
La Causa Nikkei,Restaurant,"Cocktail bar, Japanese restaurant, Peruvian restaurant","Cada plato que servimos es un homenaje a la cultura nikkei fusionada con la peruana.
Exploramos las raíces de cada receta, desenterrando historias y secretos culinarios transmitidos de generación en generación.",,"Av. Callao 1290, C1023 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1023,Buenos Aires,AR,-34.5941708,-58.393335,4.3,5604,http://www.lacausanikkei.com/,www.lacausanikkei.com,16974107530235581430,ChIJuf8DmL3KvJUR9pP5tt0kkOs,True,open,https://lh6.googleusercontent.com/-SEkIT7UW5NY/AAAAAAAAAAI/AAAAAAAAAAA/aBTlZ7YSFws/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOyhTsPyDH-H-eV8aQiDgVZDfa_66lbIYue-z2W=w408-h408-k-no,3302,moderate,
Confitería El Greco,Bakery,"Caterer, Delivery service, Sweets and dessert buffet, Function room facility, Restaurant, Tea house, Wedding bakery, Wedding buffet","Hace más de 60 años creando momentos únicos.
Te acompañamos en la realización de un evento inolvidable, en una comida en familia o un café con amigos. Ahora también con entrega a domicilio y propuestas para regalar.
No encanta verte disfrutar momentos especiales con productos de la mejor calidad, para brindar un servicio de excelencia en Caballito, Ciudad A. de Buenos Aires y Alrededores.",5491154297020,"Av. Rivadavia 5353, C1424 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1424,Buenos Aires,AR,-34.620134,-58.4409163,4.2,5604,https://confiterias.com.ar/confiteria-el-greco-caballito,confiterias.com.ar,6455526517155667366,ChIJISYwpTjKvJURpp0tHSqjllk,True,open,https://lh6.googleusercontent.com/-dBgYRTowCXc/AAAAAAAAAAI/AAAAAAAAAAA/uRhoKSazHVQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNeqzfb3UqtiQ-YbUQ7oPfJvHVlAIw5QWfvlNC6=w408-h306-k-no,2772,moderate,
Burger King,Fast food restaurant,"Hamburger restaurant, Takeout restaurant, Restaurant","Well-known fast-food chain serving grilled burgers, fries & shakes.",,"Gral. Manuel Belgrano 267, B1642 San Isidro, Provincia de Buenos Aires",San Isidro,B1642,Buenos Aires Province,AR,-34.4703008,-58.511716,3.9,5593,http://www.burgerking.com.ar/,www.burgerking.com.ar,17155445193322866535,ChIJEWaONkmxvJURZyexh4JiFO4,True,close,https://lh4.googleusercontent.com/-KWISODTee78/AAAAAAAAAAI/AAAAAAAAAAA/p5qU4FfzPxk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no3S6IR2utm9SYHfCj3bOGALmdMu3Gg-dZrjygJCrlAKnW4bpYyequCEjduvG-HLJtwBSODxy9CndMUbwlOQhVucBO7ZvADlQxgEdVVwQkaC4exl4v_8c4d3-g8HtBNqoftCtJt=w408-h724-k-no,1065,moderate,
Restaurant del Club Lanús,Restaurant,Grill,Parrilla Restaurant Minutas - Restaurant Familiar,5491142494550,"Av. 9 de Julio 1680, B1820 Lanús, Provincia de Buenos Aires, Argentina",Lanús,B1820,Buenos Aires Province,AR,-34.7116149,-58.3848114,4.3,5587,https://www.instagram.com/restaurantclublanus/,www.instagram.com,5931293398242842868,ChIJlerUODrNvJUR9FjinOsvUFI,True,open,https://lh4.googleusercontent.com/-NH7qrMHFPn4/AAAAAAAAAAI/AAAAAAAAAAA/T_0UO7LM28Q/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNEMmynjGogcfcplV0_HZh9EXZkyTVai2d5IhNw=w408-h273-k-no,2407,moderate,
Burger King,Fast food restaurant,"Hamburger restaurant, Takeout restaurant, Restaurant","Well-known fast-food chain serving grilled burgers, fries & shakes.",54945876103,"Cuenca 3384, C1417 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1417,Buenos Aires,AR,-34.5988975,-58.4974169,4,5578,http://www.burgerking.com.ar/,www.burgerking.com.ar,6459319360419962468,ChIJzTOYtYS3vJURZJ6iQLwcpFk,True,open,https://lh6.googleusercontent.com/-hsELwDeNSEU/AAAAAAAAAAI/AAAAAAAAAAA/JpE0Grdx59A/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipM6SPh0r4nKCIxuyU0cnGs6Y6fhL6gqlUFMi_o=w426-h240-k-no,892,moderate,
Happening Costanera,Restaurant,,"Fundado en los revolucionarios años 60’s, hoy es heredero y único representante de la tradición de los legendarios carritos de la costanera, lugar por excelencia de los asados porteños, evolucionó hacia la cocina moderna en constante crecimiento.",5491147870666,"Av. Costanera Rafael Obligado 7030, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5438535,-58.4332017,4.4,5566,http://www.happening.com.ar/,www.happening.com.ar,13551237299019584048,ChIJE6T9P0-0vJURMBIWo4aqD7w,True,close,https://lh6.googleusercontent.com/-EoqkXdhWQ94/AAAAAAAAAAI/AAAAAAAAAAA/LMBUuWOPYcU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nro4DXsjFShCJstrb8TUCigE5jnQm6lhNAozJR0ZyaMTWmwqpLwcrItAX6FiuuG72ldFJkuK8VkNpt0OGL6cfK8XxyIQUPawG91XnRUoaws1MEJVr8_cZu0E37kbTxhy4f1crZHsA=w408-h306-k-no,3685,moderate,
Gym Club Parque Chacabuco,Restaurant,"Dance school, Futsal court, Martial arts club, Roller skating club, Soccer club, Social club, Taekwondo school, Yoga studio",Spanish omelets & grilled meats served at a lively bar decorated with soccer team shirts & trophies.,5491149286055,"C1406HHE CUP Parque Chacabuco Ciudad Autónoma de Buenos Aires AR, Miró 750, C1406",Buenos Aires,C1406,Buenos Aires,AR,-34.631868,-58.4460153,4.1,5566,https://instagram.com/restochacabuco,instagram.com,18297212475855978368,ChIJgSMqdTTKvJURgL89083B7P0,True,close,https://lh6.googleusercontent.com/-9DqIMhEWsq8/AAAAAAAAAAI/AAAAAAAAAAA/ZHZjp5R35eE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipM7flRBETbhMtTZZoakTcM54folHhMZkGgGLuCD=w426-h240-k-no,2831,moderate,
Pérez-H Microcentro,Hamburger restaurant,Restaurant,"Agradecemos a todos nuestros clientes poder escribir por WhatsApp a nuestro número, para hacer pedidos TAKE AWAY o respuestas sobre algún reclamo.",5491144221293,"Maipú 618, C1006ACH Cdad. Autónoma de Buenos Aires",Buenos Aires,C1006,Buenos Aires,AR,-34.6009712,-58.3768746,4.1,5555,,,4998863474865155424,ChIJV8g1-MvKvJURYC0DZNiHX0U,True,close,https://lh5.googleusercontent.com/-Y8AKQVRBz48/AAAAAAAAAAI/AAAAAAAAAAA/lObCIiHTwe0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMAd0qiBnwbCYp-g0GL-oaNspm6eJvxSTCvbZJ3=w408-h306-k-no,2165,moderate,
Bar Cabildo de Buenos Aires,Restaurant,Cafeteria,,5491143310323,"Perú 86, C1069 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1069,Buenos Aires,AR,-34.609066999999996,-58.3747568,4.2,5543,https://linktr.ee/cabildobuenosaires,linktr.ee,6365266070990197026,ChIJmznCodPKvJURIpE3VsT3VVg,True,open,https://lh5.googleusercontent.com/-0SMkfCNmF9E/AAAAAAAAAAI/AAAAAAAAAAA/lIyZCnkzVy0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEsRYoJKhyZpmuebc_XELNsaf2-XultqQXCqmXkBIfzEiSArnRLwnZQ26gZTfQISNGCh5AFPr4ddgcPh7KFnRx_Y15ULtsxbAXiYWTiYzhsem3sgviAx4a1CLTyXIXB2ea_gZz=w408-h306-k-no,3471,moderate,
Tabac coffee,Coffee shop,"Bar, Cafe, Restaurant","Warm, wood-paneled eatery with counter-service offering a terrace, baked goods & classic cafe fare.",,"Av. del Libertador 2300, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1425,Buenos Aires,AR,-34.580976299999996,-58.404652799999994,4.4,5543,,,8979972035745697548,ChIJh43jAmO1vJURDE-QE_1En3w,True,close,https://lh5.googleusercontent.com/-yecZs1Mg120/AAAAAAAAAAI/AAAAAAAAAAA/f7ntjRXJ2JU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqikprAP8FqxHvgihX4OqVql4MaXBBG8U7D-MN25AHZ7SJl2if0gs2SL6-ckvcV-20kW7fr2bWDGfL35E_31uPz50CScDTalC2GqihPNIhCHUxh9JD9z-3aYp5AjnXJ7I8gmuT0R51bUGE-=w408-h408-k-no,2627,expensive,
El Imparcial,Restaurant,,"El Imparcial, el restaurante más antiguo de Buenos Aires. Desde 1860 manteniendo la tradición en la elaboración de sus platos. Cocina española, pescados y mariscos. Cocina internacional. Amplia carta de vinos nacionales e internacionales.
En ""El Imparcial pasan las generaciones permaneciendo las tradiciones"".",5491143833308,"Av. Hipólito Yrigoyen 1201, C1086AAU Cdad. Autónoma de Buenos Aires",Buenos Aires,C1086,Buenos Aires,AR,-34.6096395,-58.383565399999995,4.3,5531,http://www.elimparcialbsas.com.ar/,www.elimparcialbsas.com.ar,10451258628911454302,ChIJ06SXnNrKvJURXtgAkFlUCpE,True,close,https://lh6.googleusercontent.com/-W-zZn9UWvW8/AAAAAAAAAAI/AAAAAAAAAAA/IJ9ExRwccEA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMlDYJ5fog5EpOMRDZcfp7NGUPIZhcwgbAK0rfS=w408-h272-k-no,4215,moderate,
Watson’s,Restaurant,,,5491169547692,"Vuelta de Obligado 2070, C1428ADF Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5621104,-58.4559742,4,5523,https://www.instagram.com/watsons.ba/,www.instagram.com,999947202861136736,ChIJOdZtpNO1vJURYPuu3K6G4A0,True,close,https://lh4.googleusercontent.com/-PAAUztwZjCc/AAAAAAAAAAI/AAAAAAAAAAA/Wmvu1YbzUIo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOo072rjT8Oj7NtRGQP8Hq6HwgiV8AoJy_UTPhL=w408-h272-k-no,3906,moderate,
La Azulada,Restaurant,,HORNO · BRASAS · FUEGOS,5491147745833,"Baez, Arévalo y, C1426 BRH, Cdad. Autónoma de Buenos Aires",BRH,C1426,Buenos Aires,AR,-34.5720603,-58.431317099999994,3.9,5502,https://www.laazulada.com.ar/,www.laazulada.com.ar,13605661431501553600,ChIJkw2M1pe1vJURwP_hbvwE0bw,True,close,https://lh4.googleusercontent.com/-OB25rSy4iyc/AAAAAAAAAAI/AAAAAAAAAAA/MqzRqsTzMNg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipO67w1BB19suHN3q_pCnn5CY4aItgnGc3NGtf9-=w408-h272-k-no,2909,moderate,
Renata,Restaurant,Cafe,"Renata es sinónimo del buen comer, es calidad y cordialidad, manteniendo la esencia del verdadero sabor de la cocina familiar con una completa carta.",5491130120120,"Gral. Ocampo 2914, B1754 San Justo, Provincia de Buenos Aires",San Justo,B1754,Buenos Aires Province,AR,-34.674655099999995,-58.5606337,4.4,5502,,,15769590691242985038,ChIJ2w-rty7GvJURTkbYzC7X2No,True,open,https://lh5.googleusercontent.com/-5tJ4SlLfeyw/AAAAAAAAAAI/AAAAAAAAAAA/Vdey5rUUVOw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrUzGpjSdkQKYZKvMf_8Oq9rcGaFIieJoXinEXao0N7YLz2QGL-QJGtXDCE9x53hSYvcLcWsx4TrFiPFOL7OzZ4Yc4qonzvxCaRgZr1Dtf3qad8Txy0i8PYbvRVQ8_CJiudeSEO=w426-h240-k-no,2649,moderate,
Lo De Facu,Restaurant,,Un clásico de San Isidro!,5491147430708,"Tiscornia 1040, B1642DVQ San Isidro, Provincia de Buenos Aires",San Isidro,B1642,Buenos Aires Province,AR,-34.4623156,-58.5075715,4.3,5496,https://www.instagram.com/lodefacu,www.instagram.com,4142720520968931755,ChIJEWwmx9KxvJURqwkTYF3mfTk,True,open,https://lh5.googleusercontent.com/--Hrdb0DVTpE/AAAAAAAAAAI/AAAAAAAAAAA/7-ULlm2WoC8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrieFfQIYHahw-ZZ3Wu0AcOI4AI6vSZQVWzpd7Bc7TRL6Qa29acBQqMY0IUU-y5LNjSqxK86IH-baFubYdb2z6pvKt3brL7P-r_s2Cco2tIyd9mTf1QoqgP4H6KAd0I7CPqLDbz=w426-h240-k-no,2078,moderate,
La Payuca,Grill,Restaurant,"Grilled steaks, salmon & sweetbreads in an expansive restaurant with a terrace & kids' play area.",5491148255959,"Arenales 3443, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1425,Buenos Aires,AR,-34.5867161,-58.4114953,4,5475,http://www.lapayuca.com/,www.lapayuca.com,16361972770831205185,ChIJn4U-HYLKvJURQQMCrotnEeM,True,open,https://lh5.googleusercontent.com/-hj2EjQ5jHQ8/AAAAAAAAAAI/AAAAAAAAAAA/h7MDDlDn2Ok/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtpfJ3maS6G10nBW-3_fyjr7v7d1wFTNrJ_c61svxK4yThnpfkU29xJcgox5a49LcpPQTMF-b08leIOYodFbZwuVHk4Qx_hD8QizY9M2z_PZqcgW-h5eooLydYInhOwiM26goZ=w408-h544-k-no,2759,moderate,
La Farola Express Bernal,Restaurant,"Cafeteria, Pizza restaurant","Restaurante, pizzeria y cafeteria",5491143880616,"Zapiola 141, B1876 Bernal, Provincia de Buenos Aires",Bernal,,Buenos Aires Province,AR,-34.713126599999995,-58.2778001,3.9,5471,http://www.lafarolaexpress.com.ar/,www.lafarolaexpress.com.ar,5458993938163627889,ChIJycpNap8vo5URcfdAUxA-wks,True,open,https://lh3.googleusercontent.com/-EJnAiorOGLQ/AAAAAAAAAAI/AAAAAAAAAAA/IetvFqI-16g/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMGEcggGptXWfLpGOGutz1PBzTYvLPCBWNJxqYN=w408-h306-k-no,1543,moderate,
Marcelo,Italian restaurant,Restaurant,,5491143428689,"Av. Alicia Moreau de Justo 1140, C1107 AAX, Cdad. Autónoma de Buenos Aires",AAX,C1107,Buenos Aires,AR,-34.6107531,-58.3661402,4.5,5467,http://www.marcelorestaurante.com.ar/,www.marcelorestaurante.com.ar,16038382421784089067,ChIJ6U-WHCo1o5UR61FPbtbHk94,True,close,https://lh4.googleusercontent.com/-Cvipm6cdaDk/AAAAAAAAAAI/AAAAAAAAAAA/u4zw7dCqIb8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqxN4NTZ8VdYEc4ajJqDR_UEK0rGeYvqywx5q4VN2NPLKhy45_Fkv7p7-c-JCUoNnz39VS4RjTiLHiWI8UE-f6bc5Sbjo11p-TqnuAtbWCSc1ppdasf9oxw84vf7KlgZydv1j4=w408-h240-k-no-pi-0-ya172.99446-ro0-fo100,2936,moderate,
Don Boedo,Pizza restaurant,"Argentinian restaurant, Breakfast restaurant, Meal delivery, Pizza delivery, Restaurant","Don Boedo
Pizzería de Barrio
Pizzas Empanadas Calzones Minutas Pastas Cocina Porteña
Delivery 🛵
Wapp: +54 1157657781
Boedo: 49316898
C. Calvo:49311480",5491149316898,"Av. Boedo 849, C1218 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1218,Buenos Aires,AR,-34.623152499999996,-58.416470499999996,4.3,5455,https://donboedo.com/,donboedo.com,182386616110380969,ChIJ7dU1RP_KvJURqXcLOan3hwI,True,open,https://lh3.googleusercontent.com/-NXGQh_mrGh0/AAAAAAAAAAI/AAAAAAAAAAA/yDZSXOTrLJM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrT4zgo-Ts6DWyrZa31erkkX9f8of0hnPV8ju5-KgApbQjIJuxRO9Wvm6y72RwW_VLAWuXfwLGFSlFeAJ-1TCbF_z7VwcONsbblpFTTCybnw46HoHwRuuOGJ32ypmjeUZjyhqi2=w408-h240-k-no-pi0-ya290.0166-ro-0-fo100,2325,moderate,
MÖOI Belgrano,Restaurant,,"Casual-industrial, white-bricked eatery serving an array of breakfast-thru-dinner staples.",5491154177275,"Cuba 1985, C1428BTB Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5620139,-58.4536076,4,5441,http://www.mooirestaurant.com.ar/,www.mooirestaurant.com.ar,4141116589901626757,ChIJa0ByE461vJURhT2QEpkzeDk,True,open,https://lh6.googleusercontent.com/-kpQ-F17NK4M/AAAAAAAAAAI/AAAAAAAAAAA/PGZdG1oRSWA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHRgIqngnO5m_Pzjw2q8ywT2GGZEjl3SxV-3qFBuXK1o299xSL-1Xb25CF_h0RUL61_Sj4h0lTS71k_vfu0n2mcu_syADErEDthcHgRKvTuoFj7G1Izxo7z1FO6V7FrGgmY51y=w408-h305-k-no,3074,expensive,
Señor Tango,Restaurant,,"Argentine cuisine & wine served in a grand, multi-level venue featuring a dramatic tango show.",5491143030233,"Vieytes 1655, C1276 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1276,Buenos Aires,AR,-34.6526473,-58.375949999999996,4.6,5413,http://www.senortango.com.ar/,www.senortango.com.ar,5947106188929008135,ChIJn4k_SVTLvJURBwKk2JFdiFI,True,open,https://lh6.googleusercontent.com/-K5lBOvtuklQ/AAAAAAAAAAI/AAAAAAAAAAA/anesoFWaB5E/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4notAFeX531wKrVttXXRH4x-HCx9zeq-zKX7XjiLtBBB4aJAfV_LAi1feLko_AzhNv1xG7hHUi5J_gtFEDGkHSuuP7Kearf-xAhMuLxTrmYlWNVbGfCYTXS5nbUoUvTNOTwIgRk=w408-h271-k-no,11832,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Gral. Las Heras 3215, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,,Buenos Aires,AR,-34.5832212,-58.406380399999996,3.7,5405,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,16917377379400247815,ChIJ7fTGR321vJURB2phLhiZxuo,True,close,https://lh4.googleusercontent.com/-5XURk_qarqk/AAAAAAAAAAI/AAAAAAAAAAA/CMql1pp2CT4/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNMe5MWYsOpFzmrjY0yXVr3OHd-V4tvcPrvYMI=w408-h725-k-no,1089,moderate,
